Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
09/08/2021,India,513228400,21978176,46163,400150406,113077994,270163622,239518609,98275,62367416,446825051,588039,26542,224330364,166757453,118692689,,,,,,
10/08/2021,India,517799432,18439726,38709,403554035,114245397,272505421,241746478,99639,63327040,450425377,599121,26750,227361856,167800786,119188896,,,,,,
11/08/2021,India,522597399,19341188,40647,407144711,115452688,274956475,244092206,100824,64424544,454115373,609588,26837,230396094,168892403,119861008,,,,,,
12/08/2021,India,528564706,22883695,46716,411840515,116724191,278034181,246980047,102584,65320147,459177401,619264,26939,234295603,170205919,120615290,,,,,,
13/08/2021,India,535171426,24455960,47304,417057321,118114105,281403434,250215688,104410,66217063,464876832,629637,26939,238529789,171802008,121391735,,,,,,
14/08/2021,India,542827915,26943765,52856,422787994,120039921,285317754,253955967,106300,67264707,471470878,644436,27018,243581395,173581189,122217437,,,,,,
15/08/2021,India,544873866,11186502,18948,424316549,120557317,286362606,254956577,106789,67504850,473274029,647093,0,244866026,174107573,122452373,,,,,,
16/08/2021,India,553513142,32856808,60776,431230042,122283100,290794944,259160991,109313,68540148,480868315,656785,0,250620561,176075215,123369472,,,,,,
17/08/2021,India,559664995,23462110,45564,435961294,123703701,293944533,262161635,110933,69400511,486151892,664698,0,254752852,177471071,123993178,,,,,,
18/08/2021,India,565491649,24352824,47264,440335524,125156125,296932420,264998693,112642,69994590,491377477,671688,0,258598970,178809453,124635332,,,,,,
19/08/2021,India,571308019,24740423,46591,444742601,126565418,299945603,267800303,114219,70657886,496524526,677713,27868,262530372,180099032,125230721,,,,,,
20/08/2021,India,575046083,20636912,38795,447485400,127560683,301933401,269549512,115276,71052612,499862209,683368,0,265131395,180879909,125586885,,,,,,
21/08/2021,India,580528865,23742253,46839,451025929,129502936,304897239,272067360,116372,71587667,504802517,690787,0,268740496,182143274,126197201,,,,,,
22/08/2021,India,581612173,8916144,12870,451804528,129807645,305447863,272599844,116572,71680894,505790486,692899,28024,269460452,182389042,126314785,,,,,,
23/08/2021,India,588035276,26928737,50262,456420644,131614632,308811456,275657606,118320,72343111,511544986,699285,28041,273804813,183827499,126955070,,,,,,
24/08/2021,India,594552135,26790558,49732,461082717,133469418,312219506,278764704,120031,73056720,517341557,705964,28235,278213347,185272445,127618449,,,,,,
25/08/2021,India,602861201,32069763,54942,467131848,135729353,316590642,282700364,122301,73747966,524953062,712279,28334,283822729,187106918,128483660,,,,,,
26/08/2021,India,611243525,32655809,58221,473108955,138134570,320950379,286720950,124302,74507098,532569495,719038,28464,289425714,188988583,129381334,,,,,,
27/08/2021,India,621990719,40654178,63342,481119173,140871546,326428829,291986606,127390,75380021,542437051,725753,28464,296609549,191393380,130539896,,,,,,
28/08/2021,India,629830818,31075019,53407,486212439,143618379,330534212,295719516,129196,76367079,549280691,735154,28612,301919542,193124311,131339071,,,,,,
29/08/2021,India,633471925,16567953,25576,488828085,144643840,332362179,297531848,130064,76801592,552483662,738777,28680,304413612,193913120,131697299,,,,,,
30/08/2021,India,639491613,26581102,42044,493232586,146259027,335513726,300398197,131796,77447957,557851431,744331,28762,308460900,195258633,132324186,,,,,,
31/08/2021,India,653068562,53632550,77140,503535960,149532602,342354655,307130622,135391,78519271,570351792,749605,28914,317506578,198302603,133811487,,,,,,
01/09/2021,India,662083701,35591200,58685,510086780,151996921,346974542,311523453,137812,79223967,578657419,754421,28914,323561975,200289331,134784501,,,,,,
02/09/2021,India,669936232,35022826,59643,515765132,154171100,351000555,315347762,140021,79980227,585748590,759521,29060,328896073,201983068,135609197,,,,,,
03/09/2021,India,676312223,29721129,50762,520201689,156110534,354288592,318433880,141857,80815043,591282615,766671,29060,333260637,203341663,136262029,,,,,,
04/09/2021,India,683780602,33328048,57667,524891949,158888653,358135186,322053878,143644,81674930,597880497,777281,29189,338378003,204907742,137046963,,,,,,
05/09/2021,India,686693339,17165165,27521,526762481,159930858,359636082,323465134,144229,81907446,600555747,782252,29255,340373826,205525891,137345728,,,,,,
06/09/2021,India,698132334,51509466,74500,535028941,163103393,365314744,329221898,147798,83076576,610815320,792544,29361,347941574,208092670,138650196,,,,,,
07/09/2021,India,706679385,40970887,62003,540931113,165748272,369627593,333453735,150163,83764073,618664041,803377,29437,353689937,209959392,139582162,,,,,,
08/09/2021,India,715666177,41308487,66418,547220895,168445282,374220417,337845329,152537,84302419,627103615,812249,29500,359713287,211919679,140585317,,,,,,
09/09/2021,India,722954230,35107272,60518,552246832,170707398,378072282,341279649,154405,84737995,633947433,820908,29500,364646542,213480577,141379217,,,,,,
10/09/2021,India,729777294,33913150,54540,556962147,172815147,381527720,344645177,156503,85167250,640334853,827297,29565,369299346,214934117,142095937,,,,,,
11/09/2021,India,737398347,40179664,61479,561528219,175870128,385449751,348342362,158340,85970399,647141580,838474,29738,374466366,216572429,142911658,,,,,,
12/09/2021,India,743036504,29474663,32150,565270351,177766153,388143572,351285503,159535,86509664,652236127,842819,0,377946190,217978068,143664352,,,,,,
13/09/2021,India,751423973,41750322,64180,570932905,180491068,392306375,355507806,161898,87294866,659831678,849535,29875,383657337,219751880,144566862,,,,,,
14/09/2021,India,758096544,35174764,56415,575085890,183010654,395668605,358816369,163676,87962979,665829503,856168,29948,388317846,221092785,145238019,,,,,,
15/09/2021,India,764905524,38003922,55124,579080644,185824880,399126934,362165376,165320,88571055,672024464,862111,30025,393130833,222436310,145890487,,,,,,
16/09/2021,India,771657493,38033632,58738,583073994,188583499,402556574,365486126,166899,89071064,678270835,867700,30100,397828701,223807927,146572971,,,,,,
17/09/2021,India,798313812,103226373,110595,598419255,199894557,415838319,378854501,173098,91035552,702951279,879087,30202,416231874,229273636,149360408,,,,,,
18/09/2021,India,803624468,44758031,66033,601539069,202085399,418506837,381495435,174302,91500624,707791762,884188,30291,419911284,230365720,149899570,,,,,,
19/09/2021,India,807724879,27939876,31252,604099687,203625192,420513462,383588313,175210,92214075,711174873,888037,30319,422635961,231270170,150370854,,,,,,
20/09/2021,India,817737078,52024466,72780,610046357,207690721,425416505,388694909,177770,93482176,719913351,893657,30404,429532103,233359696,151397385,,,,,,
21/09/2021,India,825814670,44770172,65935,614923553,210891117,429363688,392823201,179887,94646599,726820840,899337,30515,435172146,234998312,152196318,,,,,,
22/09/2021,India,833305178,46476600,64882,619061714,214243464,433123677,396551797,181810,95627868,733325097,904319,30515,440449654,236481672,152925958,,,,,,
23/09/2021,India,840840734,45872290,66315,623457511,217383223,436868771,400340156,183913,96657307,739826345,909188,30730,445688820,237998609,153705411,,,,,,
24/09/2021,India,848268777,46506474,69151,627745433,220523344,440603058,404032031,185794,97626083,746279929,914871,30800,450934875,239463328,154422680,,,,,,
25/09/2021,India,855426707,46159312,66957,631408423,224018284,444225855,407565436,187522,98423166,752631179,924468,30854,456076371,240808557,155093885,,,,,,
26/09/2021,India,859522783,28448218,32676,633807681,225715102,446208912,409677658,188319,98809159,756336670,929060,30894,458771119,241728985,155574785,,,,,,
27/09/2021,India,870038383,59750454,81655,640185193,229853190,451372239,415026603,191647,99695863,765958812,935814,30978,466070470,243858719,156661300,,,,,,
28/09/2021,India,876035667,44061394,62467,643464523,232571144,454460371,417934038,193364,100405063,771239574,943136,31033,470279150,245045386,157263237,,,,,,
29/09/2021,India,882847240,50591852,66764,647080489,235766751,457925540,421278735,195071,101419806,777029932,949608,31095,475058315,246397685,157943346,,,,,,
30/09/2021,India,,,,,,,,,,,,,,,,,,,,,
01/10/2021,India,,,,,,,,,,,,,,,,,,,,,
02/10/2021,India,,,,,,,,,,,,,,,,,,,,,
03/10/2021,India,,,,,,,,,,,,,,,,,,,,,
04/10/2021,India,,,,,,,,,,,,,,,,,,,,,
05/10/2021,India,,,,,,,,,,,,,,,,,,,,,
06/10/2021,India,,,,,,,,,,,,,,,,,,,,,
07/10/2021,India,,,,,,,,,,,,,,,,,,,,,
08/10/2021,India,,,,,,,,,,,,,,,,,,,,,
09/10/2021,India,,,,,,,,,,,,,,,,,,,,,
10/10/2021,India,,,,,,,,,,,,,,,,,,,,,
11/10/2021,India,,,,,,,,,,,,,,,,,,,,,
12/10/2021,India,,,,,,,,,,,,,,,,,,,,,
13/10/2021,India,,,,,,,,,,,,,,,,,,,,,
14/10/2021,India,,,,,,,,,,,,,,,,,,,,,
15/10/2021,India,,,,,,,,,,,,,,,,,,,,,
16/10/2021,India,,,,,,,,,,,,,,,,,,,,,
17/10/2021,India,,,,,,,,,,,,,,,,,,,,,
18/10/2021,India,,,,,,,,,,,,,,,,,,,,,
19/10/2021,India,,,,,,,,,,,,,,,,,,,,,
20/10/2021,India,,,,,,,,,,,,,,,,,,,,,
21/10/2021,India,,,,,,,,,,,,,,,,,,,,,
22/10/2021,India,,,,,,,,,,,,,,,,,,,,,
23/10/2021,India,,,,,,,,,,,,,,,,,,,,,
24/10/2021,India,,,,,,,,,,,,,,,,,,,,,
25/10/2021,India,,,,,,,,,,,,,,,,,,,,,
26/10/2021,India,,,,,,,,,,,,,,,,,,,,,
27/10/2021,India,,,,,,,,,,,,,,,,,,,,,
28/10/2021,India,,,,,,,,,,,,,,,,,,,,,
29/10/2021,India,,,,,,,,,,,,,,,,,,,,,
30/10/2021,India,,,,,,,,,,,,,,,,,,,,,
31/10/2021,India,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Andaman and Nicobar Islands,23,2,2,23,0,,,,0,23,,,,,,,,,12,11,0
17/01/2021,Andaman and Nicobar Islands,23,2,2,23,0,,,,0,23,,,,,,,,,12,11,0
18/01/2021,Andaman and Nicobar Islands,42,9,2,42,0,,,,0,42,,,,,,,,,29,13,0
19/01/2021,Andaman and Nicobar Islands,89,12,2,89,0,,,,0,89,,,,,,,,,53,36,0
20/01/2021,Andaman and Nicobar Islands,124,16,3,124,0,,,,0,124,,,,,,,,,67,57,0
21/01/2021,Andaman and Nicobar Islands,239,22,6,239,0,,,,0,239,,,,,,,,,110,129,0
22/01/2021,Andaman and Nicobar Islands,552,29,6,552,0,,,,0,552,,,,,,,,,231,321,0
23/01/2021,Andaman and Nicobar Islands,920,32,9,920,0,,,,0,920,,,,,,,,,342,578,0
24/01/2021,Andaman and Nicobar Islands,966,38,9,966,0,,,,0,966,,,,,,,,,357,609,0
25/01/2021,Andaman and Nicobar Islands,1519,43,10,1519,0,,,,0,1519,,,,,,,,,447,1072,0
26/01/2021,Andaman and Nicobar Islands,1519,43,10,1519,0,,,,0,1519,,,,,,,,,447,1072,0
27/01/2021,Andaman and Nicobar Islands,1519,43,10,1519,0,,,,0,1519,,,,,,,,,447,1072,0
28/01/2021,Andaman and Nicobar Islands,1956,48,10,1956,0,,,,0,1956,,,,,,,,,563,1393,0
29/01/2021,Andaman and Nicobar Islands,2024,50,10,2024,0,,,,0,2024,,,,,,,,,588,1436,0
30/01/2021,Andaman and Nicobar Islands,2060,51,10,2060,0,,,,0,2060,,,,,,,,,591,1469,0
31/01/2021,Andaman and Nicobar Islands,2060,51,10,2060,0,,,,0,2060,,,,,,,,,591,1469,0
01/02/2021,Andaman and Nicobar Islands,2060,51,10,2060,0,,,,0,2060,,,,,,,,,591,1469,0
02/02/2021,Andaman and Nicobar Islands,2060,51,10,2060,0,,,,0,2060,,,,,,,,,591,1469,0
03/02/2021,Andaman and Nicobar Islands,2107,56,12,2107,0,,,,0,2107,,,,,,,,,601,1506,0
04/02/2021,Andaman and Nicobar Islands,2290,57,13,2290,0,,,,0,2290,,,,,,,,,659,1631,0
05/02/2021,Andaman and Nicobar Islands,2514,63,13,2514,0,,,,0,2514,,,,,,,,,705,1809,0
06/02/2021,Andaman and Nicobar Islands,2780,65,13,2780,0,,,,0,2780,,,,,,,,,745,2035,0
07/02/2021,Andaman and Nicobar Islands,2780,65,13,2780,0,,,,0,2780,,,,,,,,,745,2035,0
08/02/2021,Andaman and Nicobar Islands,2780,65,13,2780,0,,,,0,2780,,,,,,,,,745,2035,0
09/02/2021,Andaman and Nicobar Islands,2780,65,13,2780,0,,,,0,2780,,,,,,,,,745,2035,0
10/02/2021,Andaman and Nicobar Islands,2780,65,13,2780,0,,,,0,2780,,,,,,,,,745,2035,0
11/02/2021,Andaman and Nicobar Islands,2780,65,13,2780,0,,,,0,2780,,,,,,,,,745,2035,0
12/02/2021,Andaman and Nicobar Islands,2852,74,14,2852,0,,,,0,2852,,,,,,,,,773,2079,0
13/02/2021,Andaman and Nicobar Islands,3040,74,14,3040,0,,,,0,3040,,,,,,,,,938,2102,0
14/02/2021,Andaman and Nicobar Islands,3040,78,14,3040,0,,,,0,3040,,,,,,,,,938,2102,0
15/02/2021,Andaman and Nicobar Islands,3467,78,14,3363,104,,,,0,3363,,,,,,,,,1176,2187,0
16/02/2021,Andaman and Nicobar Islands,3467,81,14,3363,104,,,,0,3363,,,,,,,,,1176,2187,0
17/02/2021,Andaman and Nicobar Islands,3664,86,14,3560,104,,,,0,3560,,,,,,,,,1343,2217,0
18/02/2021,Andaman and Nicobar Islands,3846,95,14,3505,341,,,,0,3505,,,,,,,,,1455,2050,0
19/02/2021,Andaman and Nicobar Islands,4898,101,14,4246,652,,,,0,4246,,,,,,,,,1805,2441,0
20/02/2021,Andaman and Nicobar Islands,5653,102,14,4707,946,,,,0,4707,,,,,,,,,2221,2486,0
21/02/2021,Andaman and Nicobar Islands,5653,102,14,4707,946,,,,0,4707,,,,,,,,,2221,2486,0
22/02/2021,Andaman and Nicobar Islands,6856,118,14,5358,1498,,,,0,5358,,,,,,,,,2773,2585,0
23/02/2021,Andaman and Nicobar Islands,7058,122,14,5436,1622,,,,0,5436,,,,,,,,,2831,2605,0
24/02/2021,Andaman and Nicobar Islands,7240,128,14,5518,1722,,,,0,5518,,,,,,,,,2896,2622,0
25/02/2021,Andaman and Nicobar Islands,7763,134,15,5867,1896,,,,0,5867,,,,,,,,,3103,2764,0
26/02/2021,Andaman and Nicobar Islands,7989,135,15,6029,1960,,,,0,6029,,,,,,,,,3205,2824,0
27/02/2021,Andaman and Nicobar Islands,7989,135,15,6029,1960,,,,0,6029,,,,,,,,,3205,2824,0
28/02/2021,Andaman and Nicobar Islands,7989,135,15,6029,1960,,,,0,6029,,,,,,,,,3205,2824,0
01/03/2021,Andaman and Nicobar Islands,7989,149,15,6029,1960,,,,0,6029,,,,,,,,,3205,2824,0
02/03/2021,Andaman and Nicobar Islands,8724,161,15,6638,2086,,,,0,6638,,,,,,,,,3630,3008,0
03/03/2021,Andaman and Nicobar Islands,8837,172,16,6749,2088,,,,0,6749,,,,,,,,,3721,3028,0
04/03/2021,Andaman and Nicobar Islands,9361,182,16,7266,2095,,,,0,7266,,,,,,,,,4133,3133,0
05/03/2021,Andaman and Nicobar Islands,9897,198,16,7799,2098,,,,0,7799,,,,,,,,,4559,3240,0
06/03/2021,Andaman and Nicobar Islands,10498,224,16,8288,2210,,,,0,8288,,,,,,,,,4915,3373,0
07/03/2021,Andaman and Nicobar Islands,11101,227,16,8848,2253,,,,0,8848,,,,,,,,,5251,3597,0
08/03/2021,Andaman and Nicobar Islands,12004,261,16,9629,2375,,,,0,9629,,,,,,,,,5872,3757,0
09/03/2021,Andaman and Nicobar Islands,9932,500,5,7542,2390,,,,0,9932,,,,,,,,,6068,3864,0
10/03/2021,Andaman and Nicobar Islands,10161,300,3,7735,2426,,,,0,10161,,,,,,,,,6211,3950,0
11/03/2021,Andaman and Nicobar Islands,10704,700,7,8218,2486,,,,0,10704,,,,,,,,,6591,4113,0
12/03/2021,Andaman and Nicobar Islands,11321,700,7,8735,2586,,,,0,11321,,,,,,,,,6977,4344,0
13/03/2021,Andaman and Nicobar Islands,11638,200,2,8899,2739,,,,0,11638,,,,,,,,,7188,4450,0
14/03/2021,Andaman and Nicobar Islands,11693,100,1,8926,2767,,,,0,11693,,,,,,,,,7218,4475,0
15/03/2021,Andaman and Nicobar Islands,12045,500,5,9202,2843,,,,0,12045,,,,,,,,,7401,4644,0
16/03/2021,Andaman and Nicobar Islands,14826,700,7,11950,2876,,,,0,14826,,1,,,,4663,6173,1111,7391,4559,0
17/03/2021,Andaman and Nicobar Islands,15489,0,0,12509,2980,,,,0,15489,,1,,,,4682,6280,1544,7719,4790,0
18/03/2021,Andaman and Nicobar Islands,16131,800,8,12948,3183,,,,0,16131,,1,,,,4717,6352,1876,7962,4986,0
19/03/2021,Andaman and Nicobar Islands,16612,1000,10,13293,3319,,,,0,16612,,1,,,,4748,6478,2064,8148,5145,0
20/03/2021,Andaman and Nicobar Islands,17451,1100,11,13852,3599,,,,0,17451,,1,,,,4806,6660,2383,8440,5412,0
21/03/2021,Andaman and Nicobar Islands,17478,500,5,13868,3610,,,,0,17478,,1,,,,4809,6669,2387,8449,5419,0
22/03/2021,Andaman and Nicobar Islands,18085,2000,20,14327,3758,,,,0,18085,,1,,,,4839,6756,2729,8706,5621,0
23/03/2021,Andaman and Nicobar Islands,19121,2300,23,15017,4104,,,,0,19121,,1,,,,4915,7009,3090,9055,5962,0
24/03/2021,Andaman and Nicobar Islands,19693,1400,14,15247,4446,,,,0,19693,,1,,,,4936,7062,3246,9159,6088,0
25/03/2021,Andaman and Nicobar Islands,20318,2100,21,15652,4666,,,,0,20318,,1,,,,4966,7169,3515,9355,6297,0
26/03/2021,Andaman and Nicobar Islands,20789,1700,17,15933,4856,,,,0,20789,,1,,,,5005,7252,3674,9518,6415,0
27/03/2021,Andaman and Nicobar Islands,21356,1700,17,16292,5064,,,,0,21356,,1,,,,5036,7360,3894,9709,6583,0
28/03/2021,Andaman and Nicobar Islands,21358,1950,14,16293,5065,,,,0,21358,,1,,,,5036,7361,3894,9710,6583,0
29/03/2021,Andaman and Nicobar Islands,21357,1600,15,16292,5065,,,,0,21357,,1,,,,5036,7360,3894,9709,6583,0
30/03/2021,Andaman and Nicobar Islands,21840,1600,16,16701,5139,,,,0,21840,,1,,,,5070,7465,4164,9939,6762,0
31/03/2021,Andaman and Nicobar Islands,21938,1300,12,16798,5140,,,,0,21938,,1,,,,5076,7495,4225,9989,6809,0
01/04/2021,Andaman and Nicobar Islands,22608,1700,17,17435,5173,,,,0,22608,,1,,,,5123,7806,4504,10347,7088,0
02/04/2021,Andaman and Nicobar Islands,22738,1000,10,17559,5179,,,,0,22738,,1,,,,5131,7901,4525,10407,7152,0
03/04/2021,Andaman and Nicobar Islands,23221,1200,11,17998,5223,,,,0,23221,,1,,,,5147,8153,4696,10633,7365,0
04/04/2021,Andaman and Nicobar Islands,23901,1200,12,18677,5224,,,,0,23901,,1,,,,5165,8580,4930,10996,7681,0
05/04/2021,Andaman and Nicobar Islands,24774,1800,18,19499,5275,,,,0,24774,,1,,,,5171,9040,5286,11437,8062,0
06/04/2021,Andaman and Nicobar Islands,25766,2300,23,20445,5321,,,,0,25766,,1,,,,5179,9556,5708,11897,8548,0
07/04/2021,Andaman and Nicobar Islands,27978,2400,23,22631,5347,,,,0,27978,,1,,,,5191,10861,6577,12986,9645,0
